age,work_class,education,education_degree,marital_status,job,relationship,race,sex,capital_gain,capital_loss,hours_per_week,birthplace,income
31,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,2051,57,United-States,low
52,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,2051,38,United-States,low
54,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,40,United-States,low
38,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,44,United-States,low
39,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,2051,40,United-States,low
29,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,2051,40,United-States,low
45,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,40,United-States,low
34,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2051,55,United-States,low
38,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,40,Poland,low
39,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,40,United-States,low
61,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,20,United-States,low
43,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2042,40,United-States,low
35,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,2042,40,United-States,low
46,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,2042,50,United-States,low
38,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,2042,40,United-States,low
42,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2042,48,United-States,low
34,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,2042,10,United-States,low
29,Private,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,2042,40,United-States,low
32,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2042,30,United-States,low
60,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,2042,34,United-States,low
49,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2002,40,United-States,low
53,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,2002,45,United-States,low
56,Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,2002,40,United-States,low
48,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2002,40,United-States,low
32,Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,2002,40,Iran,low
42,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2002,40,United-States,low
32,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2002,42,United-States,low
28,Local-gov,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,2002,40,England,low
26,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2002,40,United-States,low
59,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2002,50,United-States,low
47,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2002,30,United-States,low
26,,Bachelors,13,Married-civ-spouse,,Husband,White,Male,0,2002,40,United-States,low
41,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2002,60,United-States,low
36,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Own-child,White,Female,0,2002,40,United-States,low
45,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,2002,55,United-States,low
30,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2002,40,United-States,low
36,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2002,40,United-States,low
34,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2002,40,United-States,low
53,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2002,40,United-States,low
51,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,2002,45,United-States,low
47,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2002,45,United-States,low
19,,HS-grad,9,Never-married,,Unmarried,White,Male,0,2001,40,United-States,low
30,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Male,0,2001,42,United-States,low
20,Private,HS-grad,9,Never-married,Other-service,Unmarried,White,Male,0,2001,40,United-States,low
42,Federal-gov,Masters,14,Divorced,Adm-clerical,Not-in-family,White,Male,0,2001,60,United-States,low
31,Private,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,0,2001,40,United-States,low
33,Private,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,2001,40,United-States,low
25,Private,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Female,0,2001,30,United-States,low
20,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,2001,40,United-States,low
23,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Male,0,2001,40,United-States,low
55,,HS-grad,9,Separated,,Not-in-family,Black,Female,0,2001,40,United-States,low
41,Self-emp-not-inc,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,2001,50,United-States,low
54,Self-emp-not-inc,HS-grad,9,Widowed,Craft-repair,Not-in-family,White,Male,0,2001,35,United-States,low
25,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,2001,50,United-States,low
19,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,2001,40,United-States,low
24,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,2001,37,United-States,low
56,Federal-gov,Bachelors,13,Never-married,Transport-moving,Not-in-family,Black,Male,0,2001,65,United-States,low
21,Local-gov,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,2001,40,United-States,low
34,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,2001,40,United-States,low
19,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,2001,40,United-States,low
21,,Some-college,10,Never-married,,Not-in-family,White,Male,0,2001,45,United-States,low
48,Private,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,0,2001,40,United-States,low
34,Private,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,2001,40,United-States,low
31,Private,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,2001,40,United-States,low
36,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0,2001,40,United-States,low
27,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,1980,40,United-States,low
27,Private,Some-college,10,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,1980,40,Philippines,low
35,Private,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,1980,65,United-States,low
31,Self-emp-not-inc,Bachelors,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,1980,60,United-States,low
27,Federal-gov,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,1980,40,United-States,low
28,Local-gov,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,1980,40,United-States,low
42,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,1980,46,United-States,low
44,Private,Some-college,10,Separated,Exec-managerial,Not-in-family,White,Male,0,1980,45,England,low
41,Private,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,1980,56,United-States,low
28,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,1980,35,United-States,low
41,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,1980,40,United-States,low
35,Private,10th,6,Widowed,Other-service,Not-in-family,Black,Female,0,1980,40,United-States,low
58,Private,Masters,14,Divorced,Adm-clerical,Not-in-family,White,Female,0,1980,45,United-States,low
40,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,1980,48,United-States,low
31,Private,Assoc-voc,11,Never-married,Transport-moving,Own-child,White,Male,0,1980,60,United-States,low
30,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,1980,40,United-States,low
32,Private,Some-college,10,Separated,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,0,1980,40,United-States,low
25,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,1980,40,United-States,low
34,Private,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,1980,40,United-States,low
56,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,1980,40,United-States,low
45,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0,1980,40,United-States,low
50,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,1980,40,United-States,low
27,Private,10th,6,Never-married,Sales,Other-relative,White,Male,0,1980,40,United-States,low
51,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1977,40,United-States,high
40,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,60,United-States,high
41,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,65,United-States,high
49,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,United-States,high
37,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1977,40,United-States,high
36,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1977,45,United-States,high
35,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,80,United-States,high
29,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,1977,25,United-States,high
50,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,40,United-States,high
46,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1977,40,United-States,high
44,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,United-States,high
42,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,United-States,high
38,Federal-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,high
45,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,55,United-States,high
43,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,60,United-States,high
47,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,60,United-States,high
58,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,high
48,Private,Prof-school,15,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,40,United-States,high
42,Local-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,48,United-States,high
55,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,high
51,Private,10th,6,Married-civ-spouse,Sales,Husband,White,Male,0,1977,40,United-States,high
32,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,1977,40,United-States,high
45,Local-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,high
56,Private,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1977,44,United-States,high
38,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,60,United-States,high
45,Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,1977,50,United-States,high
49,Private,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,40,United-States,high
36,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,United-States,high
49,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,United-States,high
30,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,1977,40,China,high
42,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,high
55,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,United-States,high
34,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,United-States,high
54,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,high
42,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,70,United-States,high
25,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,United-States,high
55,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,United-States,high
58,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,high
62,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1977,60,United-States,high
43,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,United-States,high
57,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,1977,40,United-States,high
42,Self-emp-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,60,United-States,high
63,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,1977,32,China,high
47,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,high
37,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,high
40,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1977,60,United-States,high
43,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,high
43,State-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,70,United-States,high
41,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,60,United-States,high
32,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,60,United-States,high
47,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1977,40,United-States,high
39,Federal-gov,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,1977,60,United-States,high
53,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,United-States,high
34,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,United-States,high
36,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,United-States,high
47,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,41,United-States,high
52,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,United-States,high
40,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,1977,60,United-States,high
42,Self-emp-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,United-States,high
51,Private,Masters,14,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1977,40,United-States,high
55,Private,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,20,United-States,high
38,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,1977,99,United-States,high
52,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,high
60,Federal-gov,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,40,United-States,high
55,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,Germany,high
47,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,1977,50,United-States,high
46,Private,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,40,United-States,high
35,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,45,United-States,high
59,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,high
57,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,45,United-States,high
46,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,high
46,Federal-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,United-States,high
52,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1977,40,United-States,high
45,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,30,United-States,high
37,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,40,United-States,high
46,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,United-States,high
44,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,1977,50,United-States,high
45,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,high
43,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1977,52,United-States,high
54,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,United-States,high
50,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,United-States,high
51,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,60,,high
45,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,United-States,high
